geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,prc_native,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
4005001700,5,0.04491,0,0.93808,0,0.15409,0,0.26595,0,0.04547,0,0.00806,1,0.01957,1,0.30331,0,0.60259,0,0.02269,0,0.89035,0,0.03142,0.00354,3417,250.76386,13.62637,0.01814,0.68643,0.58663,,0.55556
4005002000,5,0.02887,1,1.0,0,0.14753,0,0.15627,0,0.08516,0,0.00536,1,0.00696,1,0.0932,1,0.782,0,0.01448,0,0.0,1,0.00729,0.02793,2037,7258.74079,0.28063,0.07658,0.58888,0.61253,,0.52562
4005002100,5,0.01444,1,0.90797,0,0.21714,0,0.14019,0,0.095,0,0.0,1,0.00504,1,0.09368,0,0.39035,0,0.04584,0,0.38339,0,0.06859,0.04293,7247,64.2229,112.84137,0.34042,0.56027,0.63325,0.49992,0.53801
4005002200,5,0.01746,1,0.99382,0,0.10247,0,0.04242,1,0.05909,0,0.02747,1,0.00045,1,0.12235,0,0.82687,0,0.04945,0,0.0,1,0.0252,0.07413,6457,4756.94476,1.35738,0.05002,0.73685,0.70258,0.78304,0.69327
4005002300,5,0.05606,0,0.94157,0,0.15281,0,0.09313,0,0.05975,0,0.02275,0,0.01019,1,0.10881,0,0.67764,0,0.04692,0,0.02189,0,0.03769,0.05937,6674,12530.33265,0.53263,0.14354,0.68218,0.62199,0.9992,0.53989
4005942201,5,0.16676,0,0.87126,0,0.20584,0,0.27083,0,0.15072,0,0.0,1,0.00105,1,0.01528,0,0.00264,1,0.0255,0,0.14194,0,0.00879,0.04755,4073,2383.90921,1.70854,0.97324,0.31743,0.30568,,0.45438
4005942202,5,0.18704,0,0.79611,0,0.25042,0,0.33516,0,0.12345,0,0.0,1,0.00115,1,0.01586,1,0.00375,1,0.02109,0,0.0,1,3e-05,0.05481,3813,2908.89225,1.31081,0.9764,0.26065,0.23807,1.0,0.3417
4005944900,5,0.09317,0,0.92948,0,0.08876,0,0.31722,0,0.1132,0,0.00592,1,0.0,1,0.00508,1,0.03534,0,0.03225,0,0.8139,0,0.00396,0.00754,4631,256.67877,18.04201,0.8916,0.39353,0.72302,0.5,0.33947
4005945000,5,0.19561,0,0.83291,0,0.12526,0,0.37675,0,0.14105,0,0.0,1,0.00676,1,0.02434,0,0.00361,1,0.02911,0,0.0,1,0.00231,0.07225,4180,3960.42953,1.05544,0.97321,0.43417,0.42062,0.50059,0.41549
4005945100,5,0.16404,0,0.87902,0,0.1558,0,0.28399,0,0.10779,0,0.00482,1,0.00051,1,0.01699,0,0.00457,1,0.02601,0,0.0,1,0.01007,0.08198,3679,5866.08604,0.62716,0.97119,0.41364,0.44503,0.84635,0.45945
4005945200,5,0.10131,0,0.90592,0,0.07003,0,0.29124,0,0.10802,0,0.0,1,0.00156,1,0.016,1,0.01934,0,0.02878,0,0.9239,0,0.00393,0.00326,4101,12.13189,338.03471,0.96342,0.51084,0.71429,0.5,0.52937
